City,Name,Michelin_Award,Green_Star,Repsol_Award,Worlds_50_Best_Rank,Steak_101_Rank,Notable_Wine_List,Cuisine,Price,Price_Tier,Address,Phone,Latitude,Longitude,Sources,Description,Avg_Price_EUR,Price_Detail,Price_Source,Maps_Url
Barcelona,Tunateca Balfegó,Selected,,,,,,Fusion,Spare no expense,4,"Avenida Diagonal 439, Barcelona, 08036, Spain",+34 937 97 64 60,,,Michelin,"Red tuna is at the heart of everything here! In this highly original restaurant, with a particularly striking ceiling in the main dining room featuring a decor of a school of fish plus some walls adorned with scale-like tiles, there are two à la carte options (one, more Western in taste, where tuna is the main focus, and a second more Asian-inspired menu centred around nigiri, sashimi, uramaki etc) alongside interesting tasting menus (Red and Blu). Occasionally, the restaurant also organises Kaitai experiences where participants can learn first-hand about this time-honoured Japanese fish-slicing technique.",75,avg €55 à la carte; tasting menus €95 / €117,thefork / tunatecabalfego.com,https://www.google.com/maps/search/?api=1&query=Tunateca%20Balfeg%C3%B3%2C%20Avenida%20Diagonal%20439%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Ultramarinos Marín,Selected,,,,,,Farm to table,Special occasion,3,"Balmes 187, Barcelona, 08006, Spain",+34 932 17 65 52,,,Michelin,"A somewhat unusual restaurant that has taken over an old bar and converted it into a simple “asador”-style eatery. Interesting options here include “knife and fork” breakfasts, plus a traditional market-inspired à la carte that showcases the full flavours of its ingredients, with fish and meat priced by weight. On the menu you can order half, third and even quarter portions, so it's not a bad idea to let the chef make all the decisions so you can try lots of different dishes.",45,"listed avg €28; fish/meat by weight, reports up to €75 pp",thefork / braise.substack.com,https://www.google.com/maps/search/?api=1&query=Ultramarinos%20Mar%C3%ADn%2C%20Balmes%20187%2C%20Barcelona%2C%2008006%2C%20Spain
Barcelona,Virens,Selected,,,,,,Contemporary,A moderate spend,2,"Gran Via de Les Corts Catalanes 619, Barcelona, 08007, Spain",+34 930 18 74 51,,,Michelin,"Haven't you tried chef Rodrigo de la Calle's plant-based cuisine yet? At this Barcelona restaurante, which he advises, plant-forward cuisine is taken to a whole new level, with organically grown ingredients taking centre stage and a constant focus on small-scale local suppliers. His personal take on contemporary-Mediterranean cuisine (a few meat, fish and rice dishes also feature) is showcased on the à la carte and his three tasting menus (Gastrobotánica; Tierra y mar; and Experiencia mediterránea).",85,Tierra y Mar tasting €85; seasonal lunch menu cheaper,virensbarcelona.com / thefork,https://www.google.com/maps/search/?api=1&query=Virens%2C%20Gran%20Via%20de%20Les%20Corts%20Catalanes%20619%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Windsor,Selected,,1 Sol,,,yes,Modern Cuisine,Special occasion,3,"Còrsega 286, Barcelona, 08008, Spain",+34 932 37 75 88,41.3948915,2.1572133,Michelin; Michelin wine list; Guia Repsol,"This restaurant, with its updated classic decor, is enhanced by an exquisite terrace and several dining rooms that allow for different configurations. Contemporary Catalan cuisine including a good choice of set menus.",60,Barcelona Menu €55; Menú Catalunya €69; weekday €42; à la carte ~€70,restaurantwindsor.com / thefork,https://www.google.com/maps/search/?api=1&query=Windsor%2C%20C%C3%B2rsega%20286%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Xavier Pellicer,Selected,,2 Soles,,,,Creative,Special occasion,3,"Provença 310, Barcelona, 08037, Spain",+34 935 25 90 02,,,Michelin; Guia Repsol,"In this centrally located restaurant just a few metres from the city’s emblematic La Pedrera-Casa Milà building designed by Gaudí, the focus is on “healthy” cuisine that is centred around seasonal vegetables and the sourcing of its ingredients exclusively from small-scale local producers. The backdrop is an elegant interior with a rustic simplicity that includes a modern dining room with an industrial vibe and a completely open kitchen behind the bar counter, enabling guests to interact with the chefs (there’s also another more multi-functional dining room called El Menjador designed for private events). You will find à la carte service (only at lunchtime, Wednesday through Sunday) and two tasting options (one with 5 courses, the other 8), each featuring three different options: vegan, vegetarian and omnivore. The interesting wine list includes lots of little-known labels.",85,tasting €79; 5-course €85; 8-course €105,xavierpellicer.com / thefork,https://www.google.com/maps/search/?api=1&query=Xavier%20Pellicer%2C%20Proven%C3%A7a%20310%2C%20Barcelona%2C%2008037%2C%20Spain
Barcelona,Xerta,Selected,,1 Sol,,,,Creative,Spare no expense,4,"Còrsega 289, Barcelona, 08008, Spain",+34 937 37 90 80,,,Michelin; Guia Repsol,"If you’re still unfamiliar with the culinary delights of the Ebro Delta, a visit to this restaurant in Barcelona is a must to savour the flavours of a region that has been declared a World Biosphere Reserve. Accessed via the lobby of the Ohla Eixample hotel, Xerta boasts a contemporary dining room with views of the kitchen. Chef José Guadalupe Couoh Pomol, hailing from Yucatán, is passionate about Mediterranean cuisine and offers expert insight into the specific cuisine of the Ebro Delta, giving us the opportunity to discover its authentic gastronomy (elvers, oysters, rice... 90% of the products come from there) from a creative point of view. What’s on offer? The à la carte menu, which always features an array of delicious rice dishes and showcases seasonal ingredients (sea cucumbers, spot-tail mantis shrimp, blue crab, wild mushrooms, etc.), is complemented by three set menus: Temporada (lunchtime, not available on bank holidays, Tuesday to Friday), Delta and Producto.",80,seasonal lunch €55; regional €80; product €115,xertarestaurant.com / guidavera,https://www.google.com/maps/search/?api=1&query=Xerta%2C%20C%C3%B2rsega%20289%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Al Kostat,,,1 Sol,,,,,,2,"Ronda de Sant Antoni 41, Barcelona, 08011, Spain",,,,Guia Repsol,,45,avg €35; paella €36; reports up to €100 pp,restaurantguru / guidavera,https://www.google.com/maps/search/?api=1&query=Al%20Kostat%2C%20Ronda%20de%20Sant%20Antoni%2041%2C%20Barcelona%2C%2008011%2C%20Spain
Barcelona,AÜRT,,,2 Soles,,,,,,3,"Passeig del Taulat 262-264, Barcelona, 08019, Spain",,,,Guia Repsol,,145,"tasting €145 (14-16 courses, incl. tax); older avg €95",aurtrestaurant.com,https://www.google.com/maps/search/?api=1&query=A%C3%9CRT%2C%20Passeig%20del%20Taulat%20262-264%2C%20Barcelona%2C%2008019%2C%20Spain
Barcelona,Brabo,,,1 Sol,,,,,,2,"Carrer de Sèneca 28, Barcelona, 08006, Spain",,,,Guia Repsol,,105,Experiencia de Brabo 15-course €105 (water+coffee incl.),braborestaurante.com,https://www.google.com/maps/search/?api=1&query=Brabo%2C%20Carrer%20de%20S%C3%A8neca%2028%2C%20Barcelona%2C%2008006%2C%20Spain
Barcelona,Ca l'Isidre,,,1 Sol,,,,,,2,"Carrer de les Flors 12, Barcelona, 08001, Spain",,,,Guia Repsol,,80,avg €75; midweek lunch €40; dinner €80-90 pp; mains €20-35,calisidre.com / foodbarcelona,https://www.google.com/maps/search/?api=1&query=Ca%20l%27Isidre%2C%20Carrer%20de%20les%20Flors%2012%2C%20Barcelona%2C%2008001%2C%20Spain
Barcelona,Carnal Steak House,,,,,92,,,,3,"Carrer d'Enric Granados 52, Barcelona, 08008, Spain",,,,World's 101 Best Steak,,70,~€70 pp; starters €28-29; Wagyu A5 120g €59,restaurantguru / guidavera,https://www.google.com/maps/search/?api=1&query=Carnal%20Steak%20House%2C%20Carrer%20d%27Enric%20Granados%2052%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Coure,,,2 Soles,,,,,,3,"Passatge de Marimon 20, Barcelona, 08021, Spain",,,,Guia Repsol,,50,tasting €50-55 (8 courses); seasonal dinner set €35,thefork / foodbarcelona,https://www.google.com/maps/search/?api=1&query=Coure%2C%20Passatge%20de%20Marimon%2020%2C%20Barcelona%2C%2008021%2C%20Spain
Barcelona,Els Pescadors,,,1 Sol,,,,,,2,"Plaça de Prim 1, Barcelona, 08005, Spain",,,,Guia Repsol,,60,avg €50-60; more than €50 band,elspescadors.com / restaurantguru,https://www.google.com/maps/search/?api=1&query=Els%20Pescadors%2C%20Pla%C3%A7a%20de%20Prim%201%2C%20Barcelona%2C%2008005%2C%20Spain
Barcelona,Espacio UMA,,,1 Sol,,,,,,2,"Carrer de Mallorca 275, Barcelona, 08008, Spain",,,,Guia Repsol,,125,UMA Classic €125 (€140 chef's table); Grand Gourmet €186; pairings €68/€98,espaciouma.com,https://www.google.com/maps/search/?api=1&query=Espacio%20UMA%2C%20Carrer%20de%20Mallorca%20275%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Granja Elena,,,1 Sol,,,,,,2,"Passeig de la Zona Franca 228, Barcelona, 08038, Spain",,,,Guia Repsol,,55,avg €50; €60-70 pp reported; truffle scrambled eggs €29,restaurantguru / bcnrestaurantes,https://www.google.com/maps/search/?api=1&query=Granja%20Elena%2C%20Passeig%20de%20la%20Zona%20Franca%20228%2C%20Barcelona%2C%2008038%2C%20Spain
Barcelona,Gresca,,,2 Soles,,,,,,3,"Carrer de Provença 230, Barcelona, 08036, Spain",,,,Guia Repsol,,50,avg €42; tasting €45.70; à la carte €50-75 pp,gresca.rest / guidavera,https://www.google.com/maps/search/?api=1&query=Gresca%2C%20Carrer%20de%20Proven%C3%A7a%20230%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Jardín del Alma,,,1 Sol,,,,,,2,"Carrer de Mallorca 269, Barcelona, 08008, Spain",,,,Guia Repsol,,40,avg €30; dinner menu €65,almahotels.com / thefork,https://www.google.com/maps/search/?api=1&query=Jard%C3%ADn%20del%20Alma%2C%20Carrer%20de%20Mallorca%20269%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Olivos Comida y Vinos,,,1 Sol,,,,,,2,"Carrer de Galileu 159, Barcelona, Spain",,,,Guia Repsol,,100,"market menu €90; ""Inspiration"" €100-110",olivoscomidayvinos.com,https://www.google.com/maps/search/?api=1&query=Olivos%20Comida%20y%20Vinos%2C%20Carrer%20de%20Galileu%20159%2C%20Barcelona%2C%20Spain
Barcelona,Petit Comité Gaig,,,1 Sol,,,,,,2,"Passatge de la Concepció 13, Barcelona, 08008, Spain",,,,Guia Repsol,,70,"avg €70; à la carte or ""Gran Ágape"" set menu",petitcomite.cat / aldente,https://www.google.com/maps/search/?api=1&query=Petit%20Comit%C3%A9%20Gaig%2C%20Passatge%20de%20la%20Concepci%C3%B3%2013%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Roig Robí,,,1 Sol,,,,,,2,"Carrer de Sèneca 20, Barcelona, 08006, Spain",,,,Guia Repsol,,68,avg €60-75; set menu €68,thefork / guidavera,https://www.google.com/maps/search/?api=1&query=Roig%20Rob%C3%AD%2C%20Carrer%20de%20S%C3%A8neca%2020%2C%20Barcelona%2C%2008006%2C%20Spain
Barcelona,Sato i Tanaka,,,1 Sol,,,,,,2,"Carrer del Bruc 79, Barcelona, 08009, Spain",,,,Guia Repsol,,50,omakase €45-55; lunch €29 (short) / €35 (long),restaurantguru / foodieinbarcelona,https://www.google.com/maps/search/?api=1&query=Sato%20i%20Tanaka%2C%20Carrer%20del%20Bruc%2079%2C%20Barcelona%2C%2008009%2C%20Spain
Barcelona,Xemei,,,1 Sol,,,,,,2,"Passeig de l'Exposició 85, Barcelona, 08004, Spain",,,,Guia Repsol,,45,avg €40; ~€50 pp with wine; lunch €20-30,restaurantguru / timeout,https://www.google.com/maps/search/?api=1&query=Xemei%2C%20Passeig%20de%20l%27Exposici%C3%B3%2085%2C%20Barcelona%2C%2008004%2C%20Spain
